# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-11-28T08:05:02.927Z
#
# Location: GEO -12.0N 283.2E, URSI-Code JI91J JICAMARCA
# Instrument: Ionosonde, Model: DPS-4
#
# Query for measurement intervals of time:
# 2015-03-01T00:00:00.000Z - 2015-03-31T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# hF [km] - Minimum virtual height of F trace
# hmF2 [km] - Peak height F2-layer
# B0 [km] - IRI thickness parameter
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of JI91J data provider
#
#Time                     CS   foF2 QD     hF QD   hmF2 QD    B0 QD
2015-03-02T14:00:00.000Z  70 10.000 //  240.0 //  259.9 //  84.6 //
2015-03-02T14:15:00.000Z  70 10.200 //  240.0 //  269.7 //  86.4 //
2015-03-02T14:30:00.000Z  70 10.000 //  267.0 //  269.0 //  95.2 //
2015-03-02T14:45:00.000Z  70 10.000 //  252.0 //  272.2 //  99.3 //
2015-03-02T15:00:00.000Z  70 10.300 //  288.0 //  279.5 //  99.9 //
2015-03-02T15:15:00.000Z  50 10.100 //  292.5 //  280.0 // 114.5 //
2015-03-02T15:45:00.000Z  50 10.100 //  385.0 //  295.5 // 144.8 //
2015-03-02T16:00:00.000Z  50 10.200 //  315.0 //  301.7 // 114.7 //
2015-03-02T16:15:00.000Z  70 10.300 //  292.0 //  299.9 // 112.0 //
2015-03-02T16:30:00.000Z  70 11.300 //  290.0 //  333.5 // 125.1 //
2015-03-02T16:45:00.000Z  50 10.900 //  307.5 //  352.2 // 167.6 //
2015-03-02T17:00:00.000Z  70 11.200 //  300.0 //  348.3 // 143.0 //
2015-03-02T17:15:00.000Z  50 11.500 //  322.0 //  361.5 // 157.8 //
2015-03-02T17:30:00.000Z  50 11.100 //  327.0 //  336.6 // 127.2 //
2015-03-02T17:45:00.000Z  50 11.400 //  315.0 //  348.7 // 128.1 //
2015-03-02T18:00:00.000Z  70 11.500 //  319.0 //  351.5 // 123.7 //
2015-03-02T18:15:00.000Z  50 11.600 //  327.5 //  363.1 // 143.9 //
2015-03-02T18:30:00.000Z  70 11.800 //  313.0 //  360.7 // 128.1 //
2015-03-02T18:45:00.000Z  70 12.000 //  322.0 //  378.3 // 152.2 //
2015-03-02T19:00:00.000Z  50 12.200 //  323.0 //  396.7 // 169.6 //
2015-03-02T19:15:00.000Z  70 11.900 //  307.5 //  385.6 // 153.8 //
2015-03-02T19:45:00.000Z  50 11.600 //  363.0 //  400.6 // 168.4 //
2015-03-02T20:00:00.000Z  50 11.400 //  320.0 //  402.1 // 174.4 //
2015-03-02T20:15:00.000Z  50 10.900 //  354.0 //  385.9 // 155.0 //
2015-03-02T20:30:00.000Z  50 11.300 //  328.0 //  415.1 // 175.3 //
2015-03-02T20:45:00.000Z  50 11.200 //  352.0 //  413.2 // 170.2 //
2015-03-02T21:00:00.000Z  70 10.800 //  290.0 //  391.6 // 158.8 //
2015-03-02T21:15:00.000Z  50 10.900 //  322.0 //  402.7 // 171.9 //
2015-03-02T21:30:00.000Z  70 10.700 //  197.5 //  398.1 // 176.1 //
2015-03-02T21:45:00.000Z  50  9.900 //  360.0 //  367.4 // 144.9 //
2015-03-02T22:00:00.000Z  50  9.000 //  322.5 //  323.0 // 122.1 //
2015-03-02T22:15:00.000Z  50  9.200 //  313.0 //  341.1 // 131.0 //
2015-03-02T22:30:00.000Z  50  8.700 //  318.0 //  323.4 // 118.4 //
2015-03-02T22:45:00.000Z  70  9.400 //  268.0 //  365.4 // 145.7 //
2015-03-02T23:00:00.000Z  50  8.600 //  265.0 //  335.9 // 122.3 //
2015-03-02T23:15:00.000Z  70  9.300 //  262.0 //  394.4 // 165.2 //
2015-03-02T23:30:00.000Z 100  8.200 //  272.0 //  351.9 // 111.9 //
2015-03-02T23:45:00.000Z  70  8.900 //  287.0 //  426.7 // 159.4 //
2015-03-03T00:00:00.000Z 100  8.600 //  322.0 //  448.8 // 150.9 //
2015-03-03T00:15:00.000Z 100  8.200 //  357.0 //  462.0 // 119.7 //
2015-03-03T00:30:00.000Z 100  7.300 //  395.0 //  452.0 //  84.1 //
2015-03-03T00:45:00.000Z 100  7.400 //  420.0 //  508.1 // 110.9 //
2015-03-03T01:00:00.000Z 100  7.100 //  426.0 //  525.0 // 112.5 //
2015-03-03T01:15:00.000Z 100  8.100 //  442.0 //  529.7 // 108.8 //
2015-03-03T01:30:00.000Z 100  9.300 //  451.0 //  470.8 //  51.3 //
2015-03-03T01:45:00.000Z 100  4.700 //  416.0 //  433.2 //  70.9 //
2015-03-03T02:00:00.000Z 100  8.300 //  335.0 //  347.0 //  25.3 //
2015-03-03T02:30:00.000Z 100  9.300 //  385.0 //  409.1 //  39.9 //
2015-03-03T02:45:00.000Z 100 11.100 //  332.5 //  386.6 //  48.6 //
2015-03-03T03:00:00.000Z 100  9.700 //  300.0 //  366.8 //  59.1 //
2015-03-03T03:15:00.000Z 100 10.800 //  286.0 //  359.7 //  49.3 //
2015-03-03T03:30:00.000Z 100  8.000 //  316.0 //  433.7 // 137.6 //
2015-03-03T03:45:00.000Z   0 10.200 //  311.0 //    --- __   --- __
2015-03-03T04:00:00.000Z 100  9.400 //  265.0 //  315.2 //  44.4 //
2015-03-03T04:15:00.000Z 100 10.200 //  245.0 //  345.1 //  67.9 //
2015-03-03T04:30:00.000Z 100  9.500 //  240.0 //  347.2 //  80.0 //
2015-03-03T04:45:00.000Z 100 10.500 //  227.5 //  381.0 // 118.7 //
2015-03-03T05:00:00.000Z 100 10.000 //  235.0 //  289.1 //  40.9 //
2015-03-03T05:15:00.000Z 100  9.100 //  220.0 //  293.6 //  71.9 //
2015-03-03T05:30:00.000Z 100  9.400 //  210.0 //  248.4 //  32.8 //
2015-03-03T05:45:00.000Z 100  8.800 //  201.0 //  246.3 //  38.9 //
2015-03-03T06:00:00.000Z 100  8.300 //  200.0 //  233.9 //  31.7 //
2015-03-03T06:15:00.000Z 100  8.100 //  200.0 //  228.9 //  27.4 //
2015-03-03T06:30:00.000Z 100  7.400 //  196.0 //  219.6 //  23.7 //
2015-03-03T06:45:00.000Z 100  6.900 //  202.5 //  224.5 //  23.5 //
2015-03-03T07:00:00.000Z   0  6.700 //  206.0 //    --- __   --- __
2015-03-03T07:15:00.000Z 100  5.000 //  215.0 //  262.5 //  55.5 //
2015-03-03T07:30:00.000Z 100  5.300 //  215.0 //  264.8 //  52.8 //
2015-03-03T07:45:00.000Z 100  4.900 //  220.0 //  265.8 //  51.0 //
2015-03-03T08:15:00.000Z 100  3.900 //  215.0 //  228.7 //  23.8 //
2015-03-03T08:30:00.000Z 100  3.600 //  215.0 //  219.2 //  17.4 //
2015-03-03T09:00:00.000Z 100  3.300 //  211.0 //  212.7 //  15.6 //
2015-03-03T09:30:00.000Z   0  3.100 //  211.0 //    --- __   --- __
2015-03-03T09:45:00.000Z 100  3.800 //  215.0 //  228.7 //  26.4 //
2015-03-03T10:00:00.000Z 100  3.500 //  217.0 //  231.0 //  27.8 //
2015-03-03T10:15:00.000Z 100  3.600 //  220.0 //  277.6 //  71.0 //
2015-03-03T10:30:00.000Z 100  3.600 //  225.0 //  287.8 //  80.2 //
2015-03-03T10:45:00.000Z 100  3.700 //  227.5 //  300.3 // 106.0 //
2015-03-03T11:00:00.000Z  70  4.500 //  235.0 //  364.8 // 186.6 //
2015-03-03T11:15:00.000Z 100  5.200 //  246.0 //  265.5 //  58.8 //
